id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
1,,Aflenz,15.24069,47.54594,783.2,1983-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
2,,Aigen im Ennstal,14.13826,47.53278,641.0,1993-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
3,,Allentsteig,15.36694,48.69083,598.8,1992-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
4,,Amstetten,14.895,48.10889,266.0,1993-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
5,,Bad Aussee,13.75844,47.6105,743.1,1983-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,False,,,,,ja
6,,Bad Bleiberg,13.68444,46.62528,908.7,2007-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
7,,Bad Gastein,13.13336,47.11056,1092.0,2010-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
8,,Bad Gleichenberg,15.90361,46.87222,269.0,2003-04-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
9,,Bad Goisern,13.64472,47.62194,538.0,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
10,,Bad Mitterndorf,13.93472,47.55333,814.0,1983-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
11,,Bad Radkersburg,15.99333,46.69222,207.0,1992-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
12,,Baden,16.235556,48.011391,244.8,1982-12-01 00:00:00+00:00,2012-05-31 23:59:59+00:00,Niederösterreich,True,False,,,,,ja
13,,Bernstein,16.26139,47.40833,630.8,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
14,,Bischofshofen,13.22111,47.40667,549.9,1996-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
15,,Bregenz,9.74611,47.49917,424.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
16,,Brenner,11.51083,47.00722,1412.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
17,,Bruck an der Mur,15.24972,47.40556,482.0,2005-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
18,,Bruckneudorf,16.845,48.01278,165.6,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
19,,Dellach,13.08286,46.74189,628.2,1983-05-05 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,False,,,,,ja
20,,Ehrwald,10.92,47.40417,982.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
21,,Bad Eisenkappel,14.59333,46.49056,623.0,1983-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
22,,Eisenstadt Nordost,16.53833,47.85417,184.0,1989-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
23,,Enns,14.45028,48.19583,317.0,2008-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
24,,Feldkirch,9.60972,47.27111,438.4,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
25,,Fischbach,15.64389,47.44417,1034.4,1996-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
26,,Freistadt,14.50639,48.49472,539.0,1992-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
27,,Gallspach,13.825,48.20422,425.9,2012-04-16 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
28,,Galtür,10.18556,46.96806,1587.0,1996-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
29,,Gmunden,13.8075,47.91472,424.4,1982-08-13 00:00:00+00:00,2016-04-26 23:59:59+00:00,Oberösterreich,True,True,,,,,ja
30,,Graz Universität/Heinrichstraße,15.448056,47.08,366.0,1988-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,False,False,,,,,ja
31,,Groß-Enzersdorf,16.55917,48.19975,154.3,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
32,,Gumpoldskirchen,16.28083,48.03583,212.0,1990-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
36,,Hohe Wand/Hochkogelhaus,16.035,47.82222,936.9,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
37,,Schöngrabern,16.06167,48.60333,253.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
38,,Imst,10.74222,47.23694,773.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
39,,Innsbruck Universität,11.38425,47.25986,578.0,1987-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
40,,Irdning-Gumpenstein,14.09967,47.495,697.1,1993-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
42,,Jenbach,11.75814,47.38878,530.0,1994-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
43,,Kals,12.6465,47.00478,1352.4,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
44,,Kalwang,14.75961,47.42126,743.6,1994-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
46,,Krems,15.62222,48.41861,202.0,1996-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
47,,Krimml,12.18197,47.22911,1008.8,1997-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
48,,Klagenfurt Flughafen,14.31833,46.64833,450.0,1991-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
49,,Kleinzicken,16.326667,47.2075,263.0,1993-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
50,,Landeck,10.56364,47.14025,795.6,1993-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
51,,Langenlebarn,16.11806,48.32389,175.3,1992-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
52,,Langenlois,15.69722,48.4725,207.0,1989-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
53,,Laßnitzhöhe,15.59222,47.07361,530.0,1990-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
54,,Leibnitz-Wagna,15.55289,46.76739,267.9,2003-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
55,,Lienz,12.80639,46.82555,661.0,1985-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
56,,Linz Stadt,14.28528,48.29639,262.0,1992-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
57,,Litschau,15.03831,48.95464,557.6,1983-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
58,,Lutzmannsburg,16.64556,47.46528,200.8,1995-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
59,,Mariazell/St.Sebastian Flugfeld,15.30222,47.78917,864.0,2001-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
60,,Mattsee,13.10556,47.97722,502.0,1985-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
61,,Mayrhofen,11.85139,47.1625,640.0,1992-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
62,,Millstatt,13.57278,46.80806,721.0,1982-06-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
63,,Mönichkirchen,16.03333,47.51111,991.0,1983-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
64,,Neumarkt,14.42472,47.06972,869.0,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
65,,Neusiedl am See,16.82889,47.94917,117.0,1984-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,ja
66,,Obergurgl,11.02444,46.86694,1941.0,1999-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
67,,Leiser Berge,16.37167,48.55889,456.5,1998-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
68,,Obertauern,13.55972,47.24889,1772.0,1984-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
69,,Obervellach,13.19444,46.93528,688.0,1986-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
70,,Poysdorf-Ost,16.6375,48.66917,198.0,1992-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
71,,Preitenegg,14.920278,46.938333,1059.0,1994-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
72,,Puchberg am Schneeberg,15.90694,47.79028,582.8,1983-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
73,,Radstadt-Tandalier,13.44083,47.38,835.0,1995-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
75,,Ranshofen Braunau,13.02833,48.22417,382.0,1994-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
76,,Reutte,10.71528,47.49444,841.8,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
77,,Rohrbach,14.00444,48.56722,613.0,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
78,,Rauris,12.99262,47.22353,933.8,1993-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
80,,Reichenau an der Rax,15.83694,47.69972,488.0,1983-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
81,,Retz Windmühle,15.94167,48.76111,320.0,1994-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
82,,Rudolfshütte,12.62594,47.13492,2317.0,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
83,,Saalbach,12.64844,47.38789,974.6,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
85,,Schmittenhöhe,12.73794,47.32872,1955.6,1983-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
86,,Schöckl,15.46639,47.19861,1443.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
87,,Seefeld,11.17542,47.32478,1181.9,1997-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
88,,Semmering,15.82839,47.63325,987.6,1998-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
89,,Stift Zwettl,15.20361,48.61778,502.4,1994-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
90,,St.Andrä im Lavanttal,14.82806,46.76417,403.0,1993-03-11 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
91,,Feistritz ob Bleiburg,14.765,46.561389,523.0,2007-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
92,,St.Michael im Lungau,13.62269,47.09447,1051.9,2008-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
93,,St.Pölten Landhaus,15.63111,48.19972,273.6,1994-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
94,,St.Radegund,15.48978,47.18211,726.3,1986-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
95,,St.Veit an der Glan,14.38556,46.73917,462.6,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
97,,Stolzalpe,14.18822,47.12303,1291.0,2007-07-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
98,,Tamsweg,13.80833,47.13306,1025.0,2008-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
100,,Villach Stadt,13.87389,46.61806,493.0,1993-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
101,,Waidhofen an der Ybbs,14.80972,47.94556,384.0,2004-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
102,,Weißensee-Gatschach,13.28583,46.71861,949.0,1982-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
103,,Weitensfeld,14.19083,46.84917,704.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
104,,Weyer,14.66572,47.85719,426.1,2007-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
105,,Wien Hohe Warte,16.35639,48.24861,198.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
106,,Wien Mariabrunn,16.22944,48.20694,225.0,1997-01-16 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
107,,Wien Unterlaa,16.41944,48.125,200.0,1996-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Wien,True,True,,,,,ja
108,,Windischgarsten,14.32611,47.72028,599.9,1983-10-07 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
109,,St.Wolfgang,13.44194,47.74028,544.0,1990-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,False,,,,,ja
111,,Wolfsegg,13.67092,48.10542,635.1,1995-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
112,,Wiener Neustadt Flugplatz,16.23147,47.83233,275.0,1993-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
113,,Zell am See,12.78639,47.29,754.0,1984-07-12 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,False,,,,,ja
115,,Zeltweg,14.74689,47.19983,677.6,1992-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
116,,Deutschlandsberg,15.22694,46.82167,354.0,1995-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
118,,Kitzbühel,12.38917,47.44389,772.0,2007-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
119,,St.Anton am Arlberg,10.26667,47.13139,1304.1,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
120,,Ferlach,14.31417,46.53111,459.1,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
121,,Nauders,10.49694,46.89111,1330.2,2004-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
122,,Kanzelhöhe,13.90194,46.67722,1520.0,2002-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
124,,Seckau,14.77861,47.27083,872.0,2002-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
125,,Kohlreithberg,15.935278,48.175835,490.0,2001-07-01 00:00:00+00:00,2010-06-17 23:59:59+00:00,Niederösterreich,True,True,,,,,ja
126,,Haiming,10.88944,47.25972,659.0,2007-08-20 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
127,,Rinn,11.50389,47.24917,924.1,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
129,,Lofer Ort,12.69528,47.58444,622.0,2000-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
130,,Sillian,12.42358,46.74644,1081.4,1999-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
131,,Salzburg Flughafen,13.00861,47.78944,430.0,1939-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
132,,Bad Ischl,13.64714,47.70619,506.7,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
133,,Fraxern,9.67444,47.31417,807.0,2004-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,ja
134,,Gänserndorf Stadt,16.71361,48.33778,163.0,2004-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
136,,Umhausen,10.92889,47.13917,1035.0,2003-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
137,,Döllach,12.9025,46.95806,1071.0,2004-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
138,,Prutz,10.66472,47.06861,871.0,2004-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
139,,Steinach am Brenner,11.46611,47.09833,1036.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
140,,Bad Tatzmannsdorf,16.228056,47.328056,332.0,2004-09-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,False,,,,,ja
141,,Ried im Innkreis,13.475,48.21722,427.0,1998-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
142,,Kufstein,12.16278,47.57528,490.0,2003-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
144,,Micheldorf,14.117222,47.88388,443.0,2008-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
145,,Salzburg Freisaal,13.05417,47.79111,419.0,2006-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
146,,Holzgau,10.33867,47.25758,1092.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
147,,Gröbming,13.90422,47.44678,765.5,2001-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
148,,Weitra,14.89861,48.70222,571.9,2005-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
149,,Mallnitz,13.16667,46.99194,1197.0,2002-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
150,,Spittal an der Drau,13.48725,46.7905,541.7,2004-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,ja
151,,Achenkirch,11.70667,47.49944,931.0,1998-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,ja
152,,Laa an der Thaya Kläranlage,16.38972,48.73139,184.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
153,,Präbichl,14.95416,47.52158,1215.2,2000-09-13 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
154,,Fürstenfeld,16.08083,47.03083,271.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
155,,Oberndorf an der Melk,15.21381,48.06239,295.1,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
156,,St.Johann im Pongau,13.18672,47.31981,634.2,2008-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,False,False,,,,,ja
157,,Kollerschlag,13.83917,48.60278,714.0,2008-06-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
158,,Hohenau,16.913055,48.605835,150.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
159,,Reichersberg,13.37611,48.33111,351.0,2008-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
160,,Waizenkirchen,13.86458,48.32656,400.2,2008-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
161,,Reichenau am Mühlkreis,14.34556,48.45917,689.1,2008-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
162,,Aspach,13.3,48.18306,427.0,2009-07-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
163,,Mondsee,13.34722,47.85083,480.5,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,ja
164,,Berndorf,16.10111,47.93917,337.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,ja
165,,Abtenau,13.34333,47.56667,709.0,2008-06-25 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,ja
166,,Hall bei Admont,14.49083,47.59444,637.0,2008-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
167,,Mürzzuschlag,15.67278,47.60222,705.2,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,ja
